entry_time,exit_time,direction,entry_price,exit_price,sl,tp,pnl_usd,result,rsi_at_entry,atr_at_entry,sl_dist,cum_pnl,cum_max,drawdown,month
2026-03-25 10:00:00+00:00,2026-03-25 12:15:00+00:00,long,3175.97,3169.68,3169.68,3188.56,-6.29,LOSS,38.2,4.19,6.29,64.96000000000002,100.22000000000001,35.25999999999999,2026-03
2026-03-25 13:45:00+00:00,2026-03-25 17:00:00+00:00,long,3177.25,3169.45,3169.45,3192.85,-7.8,LOSS,39.3,5.2,7.8,57.160000000000025,100.22000000000001,43.05999999999999,2026-03
2026-03-26 15:30:00+00:00,2026-03-27 02:30:00+00:00,long,3187.4,3200.03,3181.09,3200.03,12.63,WIN,80.5,4.21,6.31,69.79000000000002,100.22000000000001,30.429999999999993,2026-03
2026-03-27 08:15:00+00:00,2026-03-27 22:45:00+00:00,long,3194.35,3185.72,3185.72,3211.62,-8.63,LOSS,29.9,5.76,8.63,61.16000000000002,100.22000000000001,39.059999999999995,2026-03
2026-03-30 12:30:00+00:00,2026-03-31 03:30:00+00:00,long,3190.66,3207.59,3182.19,3207.59,16.94,WIN,59.5,5.65,8.47,78.10000000000002,100.22000000000001,22.11999999999999,2026-03
2026-03-31 09:15:00+00:00,2026-03-31 19:45:00+00:00,long,3203.19,3194.83,3194.83,3219.9,-8.36,LOSS,42.3,5.57,8.36,69.74000000000002,100.22000000000001,30.47999999999999,2026-03
2026-04-01 17:00:00+00:00,2026-04-02 12:15:00+00:00,long,3210.58,3224.85,3203.44,3224.85,14.28,WIN,81.6,4.76,7.14,84.02000000000002,100.22000000000001,16.19999999999999,2026-04
2026-04-03 14:30:00+00:00,2026-04-03 18:45:00+00:00,long,3229.28,3222.56,3222.56,3242.71,-6.72,LOSS,48.7,4.48,6.72,77.30000000000003,100.22000000000001,22.919999999999987,2026-04
2026-04-06 11:15:00+00:00,2026-04-07 01:15:00+00:00,long,3231.65,3246.91,3224.02,3246.91,15.26,WIN,71.8,5.09,7.63,92.56000000000003,100.22000000000001,7.659999999999982,2026-04
2026-04-07 08:45:00+00:00,2026-04-09 03:45:00+00:00,long,3239.57,3257.5,3230.61,3257.5,17.93,WIN,84.2,5.98,8.96,110.49000000000004,110.49000000000004,0.0,2026-04
2026-04-10 14:45:00+00:00,2026-04-13 22:15:00+00:00,long,3250.56,3241.67,3241.67,3268.35,-8.9,LOSS,34.0,5.93,8.9,101.59000000000003,110.49000000000004,8.900000000000006,2026-04
2026-04-16 16:45:00+00:00,2026-04-16 21:30:00+00:00,long,3276.64,3269.82,3269.82,3290.27,-6.82,LOSS,19.6,4.55,6.82,94.77000000000004,110.49000000000004,15.719999999999999,2026-04
2026-04-17 15:45:00+00:00,2026-04-17 23:45:00+00:00,long,3281.83,3273.2,3273.2,3299.09,-8.63,LOSS,24.1,5.75,8.63,86.14000000000004,110.49000000000004,24.349999999999994,2026-04
2026-04-21 09:45:00+00:00,2026-04-21 14:15:00+00:00,long,3297.98,3289.24,3289.24,3315.46,-8.74,LOSS,21.6,5.83,8.74,77.40000000000005,110.49000000000004,33.08999999999999,2026-04
2026-04-24 09:45:00+00:00,2026-04-24 19:30:00+00:00,long,3307.57,3299.06,3299.06,3324.61,-8.52,LOSS,13.7,5.68,8.52,68.88000000000005,110.49000000000004,41.609999999999985,2026-04
2026-04-27 09:45:00+00:00,2026-04-27 11:45:00+00:00,long,3315.17,3307.21,3307.21,3331.08,-7.96,LOSS,58.2,5.3,7.96,60.92000000000005,110.49000000000004,49.569999999999986,2026-04
2026-04-27 15:45:00+00:00,2026-04-28 06:30:00+00:00,long,3313.11,3324.92,3307.21,3324.92,11.81,WIN,32.6,3.94,5.9,72.73000000000005,110.49000000000004,37.75999999999999,2026-04
2026-04-28 11:00:00+00:00,2026-04-28 13:30:00+00:00,long,3317.79,3310.43,3310.43,3332.53,-7.37,LOSS,49.3,4.91,7.37,65.36000000000004,110.49000000000004,45.129999999999995,2026-04
2026-05-06 07:30:00+00:00,2026-05-06 09:30:00+00:00,long,3318.14,3310.48,3310.48,3333.46,-7.66,LOSS,56.3,5.11,7.66,57.700000000000045,110.49000000000004,52.78999999999999,2026-05
